player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints
211,25-26-efl-cup-derby-county-vs-burnley,90,1,0,3,0.15,0.09,1,1,0,1,94,70,0.0,0.0,11,0,0.0,3,0.0,0,0,4,0,1,1,0,4,1,3,0.0,1,0.0,2,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.16,0,0,94,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
325,25-26-efl-cup-bristol-city-vs-fulham,87,0,0,2,0.11,0.12,0,1,0,1,58,47,0.0,1.0,3,0,0.0,0,0.0,1,0,2,0,1,0,0,2,5,2,0.0,0,0.0,0,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,0,87,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
215,25-26-efl-cup-derby-county-vs-burnley,78,0,0,2,0.45,0.02,1,0,1,3,36,17,0.0,0.0,2,0,0.0,1,0.0,0,1,2,0,1,1,0,4,1,1,0.0,3,0.0,1,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.34,0,0,78,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
198,25-26-efl-cup-derby-county-vs-burnley,45,0,0,0,0.0,0.01,0,0,0,0,40,28,0.0,0.0,5,0,0.0,1,0.0,1,0,2,1,3,2,0,4,1,1,0.0,3,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,46,94,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
193,25-26-efl-cup-derby-county-vs-burnley,45,0,0,0,0.0,0.03,0,0,0,0,58,48,0.0,0.0,8,0,0.0,2,0.0,0,0,1,1,3,1,1,3,3,0,0.0,3,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0,46,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
218,25-26-efl-cup-derby-county-vs-burnley,27,0,0,1,0.02,0.01,1,0,0,3,11,5,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,2,0,0,0.0,2,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.21,0,63,94,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
106,25-26-efl-cup-brentford-vs-afc-bournemouth,31,0,0,1,0.11,0.0,0,0,0,1,10,2,0.0,0.0,1,0,0.0,1,0.0,0,0,1,0,2,1,0,2,0,1,0.0,1,0.0,1,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,59,91,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
136,25-26-efl-cup-brentford-vs-afc-bournemouth,30,1,0,1,0.31,0.0,1,1,0,2,22,2,0.0,0.0,0,0,0.0,0,0.0,1,1,0,0,1,1,0,8,8,6,0.0,2,0.0,1,2,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.81,4,60,91,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
126,25-26-efl-cup-brentford-vs-afc-bournemouth,90,0,0,0,0.0,0.05,0,0,0,0,53,26,0.0,0.0,7,1,0.0,3,0.0,3,1,4,0,0,0,0,3,1,3,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,3,0,91,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
113,25-26-efl-cup-brentford-vs-afc-bournemouth,90,0,0,0,0.0,0.0,0,0,0,0,38,24,0.0,0.0,1,0,0.0,2,0.0,1,1,2,2,4,3,0,3,1,2,0.0,1,0.0,1,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,0,91,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
